"Título de trazado: 2. rope nursery. 07/05/22 "
"N.º","Fecha Tiempo, GMT-06:00","Temp, °C (LGR S/N: 21258717, SEN S/N: 21258717, LBL: Temp)","Intensidad, lux (LGR S/N: 21258717, SEN S/N: 21258717, LBL: Light)","Acoplador adjunto (LGR S/N: 21258717)","Host conectado (LGR S/N: 21258717)","Acoplador separado (LGR S/N: 21258717)","Parado (LGR S/N: 21258717)","Final de archivo (LGR S/N: 21258717)"
2122,05/22/22 06:30:00 AM,22.717,290.6,,,,,
2123,05/22/22 06:40:00 AM,22.717,43.1,,,,,
2124,05/22/22 06:50:00 AM,22.717,462.9,,,,,
2125,05/22/22 07:00:00 AM,22.717,53.8,,,,,
2126,05/22/22 07:10:00 AM,22.717,290.6,,,,,
2127,05/22/22 07:20:00 AM,22.717,355.2,,,,,
2128,05/22/22 07:30:00 AM,22.812,333.7,,,,,
2129,05/22/22 07:40:00 AM,22.812,96.9,,,,,
2130,05/22/22 07:50:00 AM,22.812,1722.2,,,,,
2131,05/22/22 08:00:00 AM,22.812,1097.9,,,,,
2132,05/22/22 08:10:00 AM,22.908,376.7,,,,,
2133,05/22/22 08:20:00 AM,23.100,688.9,,,,,
2134,05/22/22 08:30:00 AM,23.004,484.4,,,,,
2135,05/22/22 08:40:00 AM,22.908,1291.7,,,,,
2136,05/22/22 08:50:00 AM,23.004,893.4,,,,,
2137,05/22/22 09:00:00 AM,23.004,495.1,,,,,
2138,05/22/22 09:10:00 AM,22.908,462.9,,,,,
2139,05/22/22 09:20:00 AM,22.908,624.3,,,,,
2140,05/22/22 09:30:00 AM,22.908,624.3,,,,,
2141,05/22/22 09:40:00 AM,22.908,419.8,,,,,
2142,05/22/22 09:50:00 AM,22.908,958.0,,,,,
2143,05/22/22 10:00:00 AM,22.908,1291.7,,,,,
2144,05/22/22 10:10:00 AM,22.908,699.7,,,,,
2145,05/22/22 10:20:00 AM,22.908,592.0,,,,,
2146,05/22/22 10:30:00 AM,22.908,2497.2,,,,,
2147,05/22/22 10:40:00 AM,23.004,979.5,,,,,
2148,05/22/22 10:50:00 AM,23.004,1227.1,,,,,
2149,05/22/22 11:00:00 AM,23.004,947.2,,,,,
2150,05/22/22 11:10:00 AM,23.004,484.4,,,,,
2151,05/22/22 11:20:00 AM,23.100,914.9,,,,,
2152,05/22/22 11:30:00 AM,23.100,1722.2,,,,,
2153,05/22/22 11:40:00 AM,23.100,1324.0,,,,,
2154,05/22/22 11:50:00 AM,23.196,785.8,,,,,
2155,05/22/22 12:00:00 PM,23.196,3272.2,,,,,
2156,05/22/22 12:10:00 PM,23.196,904.2,,,,,
2157,05/22/22 12:20:00 PM,23.196,850.4,,,,,
2158,05/22/22 12:30:00 PM,23.292,753.5,,,,,
2159,05/22/22 12:40:00 PM,23.292,839.6,,,,,
2160,05/22/22 12:50:00 PM,23.388,1119.5,,,,,
2161,05/22/22 01:00:00 PM,23.292,1463.9,,,,,
2162,05/22/22 01:10:00 PM,23.292,796.5,,,,,
2163,05/22/22 01:20:00 PM,23.292,1205.6,,,,,
2164,05/22/22 01:30:00 PM,23.292,1722.2,,,,,
2165,05/22/22 01:40:00 PM,23.388,1108.7,,,,,
2166,05/22/22 01:50:00 PM,23.388,1636.1,,,,,
2167,05/22/22 02:00:00 PM,23.292,3272.2,,,,,
2168,05/22/22 02:10:00 PM,23.388,581.3,,,,,
2169,05/22/22 02:20:00 PM,23.388,1076.4,,,,,
2170,05/22/22 02:30:00 PM,23.388,818.1,,,,,
2171,05/22/22 02:40:00 PM,23.292,2583.4,,,,,
2172,05/22/22 02:50:00 PM,23.388,452.1,,,,,
2173,05/22/22 03:00:00 PM,23.388,236.8,,,,,
2174,05/22/22 03:10:00 PM,23.388,236.8,,,,,
2175,05/22/22 03:20:00 PM,23.484,904.2,,,,,
2176,05/22/22 03:30:00 PM,23.388,1377.8,,,,,
2177,05/22/22 03:40:00 PM,23.292,753.5,,,,,
2178,05/22/22 03:50:00 PM,23.292,430.6,,,,,
2179,05/22/22 04:00:00 PM,23.292,516.7,,,,,
2180,05/22/22 04:10:00 PM,23.196,247.6,,,,,
2181,05/22/22 04:20:00 PM,23.196,269.1,,,,,
2182,05/22/22 04:30:00 PM,23.100,366.0,,,,,
2183,05/22/22 04:40:00 PM,23.100,129.2,,,,,
2184,05/22/22 04:50:00 PM,23.100,785.8,,,,,
2185,05/22/22 05:00:00 PM,23.100,247.6,,,,,
2186,05/22/22 05:10:00 PM,23.100,312.2,,,,,
2187,05/22/22 05:20:00 PM,23.004,86.1,,,,,
2188,05/22/22 05:30:00 PM,23.004,150.7,,,,,
2189,05/22/22 05:40:00 PM,23.004,10.8,,,,,
2190,05/22/22 05:50:00 PM,23.004,0.0,,,,,
2191,05/22/22 06:00:00 PM,23.004,0.0,,,,,
2192,05/22/22 06:10:00 PM,23.004,0.0,,,,,
2193,05/22/22 06:20:00 PM,23.004,0.0,,,,,
2194,05/22/22 06:30:00 PM,23.004,0.0,,,,,
2195,05/22/22 06:40:00 PM,23.004,0.0,,,,,
2196,05/22/22 06:50:00 PM,23.004,0.0,,,,,
2197,05/22/22 07:00:00 PM,23.004,0.0,,,,,
2198,05/22/22 07:10:00 PM,23.004,0.0,,,,,
2199,05/22/22 07:20:00 PM,23.004,0.0,,,,,
2200,05/22/22 07:30:00 PM,23.004,0.0,,,,,
2201,05/22/22 07:40:00 PM,23.004,0.0,,,,,
2202,05/22/22 07:50:00 PM,23.004,0.0,,,,,
2203,05/22/22 08:00:00 PM,23.004,0.0,,,,,
2204,05/22/22 08:10:00 PM,23.004,0.0,,,,,
2205,05/22/22 08:20:00 PM,23.004,0.0,,,,,
2206,05/22/22 08:30:00 PM,23.004,0.0,,,,,
2207,05/22/22 08:40:00 PM,23.004,0.0,,,,,
2208,05/22/22 08:50:00 PM,23.004,0.0,,,,,
2209,05/22/22 09:00:00 PM,23.004,0.0,,,,,
2210,05/22/22 09:10:00 PM,23.004,0.0,,,,,
2211,05/22/22 09:20:00 PM,23.004,0.0,,,,,
2212,05/22/22 09:30:00 PM,23.004,0.0,,,,,
2213,05/22/22 09:40:00 PM,23.004,0.0,,,,,
2214,05/22/22 09:50:00 PM,23.004,0.0,,,,,
2215,05/22/22 10:00:00 PM,23.004,0.0,,,,,
2216,05/22/22 10:10:00 PM,23.004,0.0,,,,,
2217,05/22/22 10:20:00 PM,23.004,0.0,,,,,
2218,05/22/22 10:30:00 PM,23.004,0.0,,,,,
2219,05/22/22 10:40:00 PM,23.004,0.0,,,,,
2220,05/22/22 10:50:00 PM,23.004,0.0,,,,,
2221,05/22/22 11:00:00 PM,23.004,0.0,,,,,
2222,05/22/22 11:10:00 PM,23.004,0.0,,,,,
2223,05/22/22 11:20:00 PM,23.004,0.0,,,,,
2224,05/22/22 11:30:00 PM,23.004,0.0,,,,,
2225,05/22/22 11:40:00 PM,23.004,0.0,,,,,
2226,05/22/22 11:50:00 PM,23.004,0.0,,,,,
2227,05/23/22 12:00:00 AM,23.004,0.0,,,,,
2228,05/23/22 12:10:00 AM,23.004,0.0,,,,,
2229,05/23/22 12:20:00 AM,23.004,0.0,,,,,
2230,05/23/22 12:30:00 AM,23.004,0.0,,,,,
2231,05/23/22 12:40:00 AM,23.004,0.0,,,,,
2232,05/23/22 12:50:00 AM,23.004,0.0,,,,,
2233,05/23/22 01:00:00 AM,23.004,0.0,,,,,
2234,05/23/22 01:10:00 AM,22.908,0.0,,,,,
2235,05/23/22 01:20:00 AM,23.004,0.0,,,,,
2236,05/23/22 01:30:00 AM,22.908,0.0,,,,,
2237,05/23/22 01:40:00 AM,22.908,0.0,,,,,
2238,05/23/22 01:50:00 AM,22.908,0.0,,,,,
2239,05/23/22 02:00:00 AM,22.908,0.0,,,,,
2240,05/23/22 02:10:00 AM,22.908,0.0,,,,,
2241,05/23/22 02:20:00 AM,22.908,0.0,,,,,
2242,05/23/22 02:30:00 AM,22.908,0.0,,,,,
2243,05/23/22 02:40:00 AM,22.908,0.0,,,,,
2244,05/23/22 02:50:00 AM,22.908,0.0,,,,,
2245,05/23/22 03:00:00 AM,22.908,0.0,,,,,
2246,05/23/22 03:10:00 AM,22.908,0.0,,,,,
2247,05/23/22 03:20:00 AM,22.908,0.0,,,,,
2248,05/23/22 03:30:00 AM,22.908,0.0,,,,,
2249,05/23/22 03:40:00 AM,22.908,0.0,,,,,
2250,05/23/22 03:50:00 AM,22.908,0.0,,,,,
2251,05/23/22 04:00:00 AM,22.908,0.0,,,,,
2252,05/23/22 04:10:00 AM,22.908,0.0,,,,,
2253,05/23/22 04:20:00 AM,22.908,0.0,,,,,
2254,05/23/22 04:30:00 AM,22.908,0.0,,,,,
2255,05/23/22 04:40:00 AM,22.908,0.0,,,,,
2256,05/23/22 04:50:00 AM,22.908,0.0,,,,,
2257,05/23/22 05:00:00 AM,22.908,0.0,,,,,
2258,05/23/22 05:10:00 AM,22.908,0.0,,,,,
2259,05/23/22 05:20:00 AM,22.908,0.0,,,,,
2260,05/23/22 05:30:00 AM,22.812,0.0,,,,,
2261,05/23/22 05:40:00 AM,22.908,0.0,,,,,
2262,05/23/22 05:50:00 AM,22.812,0.0,,,,,
2263,05/23/22 06:00:00 AM,22.812,21.5,,,,,
2264,05/23/22 06:10:00 AM,22.812,10.8,,,,,
2265,05/23/22 06:20:00 AM,22.812,0.0,,,,,
2266,05/23/22 06:30:00 AM,22.812,107.6,,,,,
2267,05/23/22 06:40:00 AM,22.812,32.3,,,,,
2268,05/23/22 06:50:00 AM,22.812,43.1,,,,,
2269,05/23/22 07:00:00 AM,22.812,107.6,,,,,
2270,05/23/22 07:10:00 AM,22.812,118.4,,,,,
2271,05/23/22 07:20:00 AM,22.812,86.1,,,,,
2272,05/23/22 07:30:00 AM,22.812,107.6,,,,,
2273,05/23/22 07:40:00 AM,22.812,1313.2,,,,,
2274,05/23/22 07:50:00 AM,22.812,1324.0,,,,,
2275,05/23/22 08:00:00 AM,22.812,215.3,,,,,
2276,05/23/22 08:10:00 AM,22.812,1205.6,,,,,
2277,05/23/22 08:20:00 AM,22.908,129.2,,,,,
2278,05/23/22 08:30:00 AM,22.908,570.5,,,,,
2279,05/23/22 08:40:00 AM,22.812,290.6,,,,,
2280,05/23/22 08:50:00 AM,22.908,2152.8,,,,,
2281,05/23/22 09:00:00 AM,22.908,839.6,,,,,
2282,05/23/22 09:10:00 AM,23.004,462.9,,,,,
2283,05/23/22 09:20:00 AM,23.004,269.1,,,,,
2284,05/23/22 09:30:00 AM,23.004,764.2,,,,,
2285,05/23/22 09:40:00 AM,23.004,2066.7,,,,,
2286,05/23/22 09:50:00 AM,23.004,1001.0,,,,,
2287,05/23/22 10:00:00 AM,23.004,947.2,,,,,
2288,05/23/22 10:10:00 AM,23.100,1636.1,,,,,
2289,05/23/22 10:20:00 AM,23.196,484.4,,,,,
2290,05/23/22 10:30:00 AM,23.100,2152.8,,,,,
2291,05/23/22 10:40:00 AM,23.100,1463.9,,,,,
2292,05/23/22 10:50:00 AM,23.004,667.4,,,,,
2293,05/23/22 11:00:00 AM,22.908,4822.3,,,,,
2294,05/23/22 11:10:00 AM,23.004,645.8,,,,,
2295,05/23/22 11:20:00 AM,23.004,4822.3,,,,,
2296,05/23/22 11:30:00 AM,23.004,861.1,,,,,
2297,05/23/22 11:40:00 AM,23.004,1345.5,,,,,
2298,05/23/22 11:50:00 AM,23.004,936.5,,,,,
2299,05/23/22 12:00:00 PM,23.004,1141.0,,,,,
2300,05/23/22 12:10:00 PM,23.004,5511.1,,,,,
2301,05/23/22 12:20:00 PM,23.100,14466.8,,,,,
2302,05/23/22 12:30:00 PM,23.292,710.4,,,,,
2303,05/23/22 12:40:00 PM,23.196,13089.0,,,,,
2304,05/23/22 12:50:00 PM,23.292,914.9,,,,,
2305,05/23/22 01:00:00 PM,23.196,828.8,,,,,
2306,05/23/22 01:10:00 PM,23.196,882.6,,,,,
2307,05/23/22 01:20:00 PM,23.100,1377.8,,,,,
2308,05/23/22 01:30:00 PM,23.196,925.7,,,,,
2309,05/23/22 01:40:00 PM,23.196,7233.4,,,,,
2310,05/23/22 01:50:00 PM,23.196,1463.9,,,,,
2311,05/23/22 02:00:00 PM,23.100,441.3,,,,,
2312,05/23/22 02:10:00 PM,23.292,1044.1,,,,,
2313,05/23/22 02:20:00 PM,23.292,721.2,,,,,
2314,05/23/22 02:30:00 PM,23.292,1356.3,,,,,
2315,05/23/22 02:40:00 PM,23.196,1980.6,,,,,
2316,05/23/22 02:50:00 PM,23.388,699.7,,,,,
2317,05/23/22 03:00:00 PM,23.292,3444.5,,,,,
2318,05/23/22 03:10:00 PM,23.292,1463.9,,,,,
2319,05/23/22 03:20:00 PM,23.196,376.7,,,,,
2320,05/23/22 03:30:00 PM,23.292,355.2,,,,,
2321,05/23/22 03:40:00 PM,23.196,1184.0,,,,,
2322,05/23/22 03:50:00 PM,23.196,1980.6,,,,,
2323,05/23/22 04:00:00 PM,23.196,376.7,,,,,
2324,05/23/22 04:10:00 PM,23.100,947.2,,,,,
2325,05/23/22 04:20:00 PM,23.100,344.4,,,,,
2326,05/23/22 04:30:00 PM,23.004,1377.8,,,,,
2327,05/23/22 04:40:00 PM,23.100,269.1,,,,,
2328,05/23/22 04:50:00 PM,23.100,161.5,,,,,
2329,05/23/22 05:00:00 PM,23.004,86.1,,,,,
2330,05/23/22 05:10:00 PM,23.004,129.2,,,,,
2331,05/23/22 05:20:00 PM,23.004,21.5,,,,,
2332,05/23/22 05:30:00 PM,23.004,64.6,,,,,
2333,05/23/22 05:40:00 PM,22.908,10.8,,,,,
2334,05/23/22 05:50:00 PM,22.908,0.0,,,,,
2335,05/23/22 06:00:00 PM,22.908,0.0,,,,,
2336,05/23/22 06:10:00 PM,22.908,0.0,,,,,
2337,05/23/22 06:20:00 PM,22.908,0.0,,,,,
2338,05/23/22 06:30:00 PM,22.908,0.0,,,,,
2339,05/23/22 06:40:00 PM,22.908,0.0,,,,,
2340,05/23/22 06:50:00 PM,22.908,0.0,,,,,
2341,05/23/22 07:00:00 PM,22.908,0.0,,,,,
2342,05/23/22 07:10:00 PM,22.908,0.0,,,,,
2343,05/23/22 07:20:00 PM,23.004,0.0,,,,,
2344,05/23/22 07:30:00 PM,23.004,0.0,,,,,
2345,05/23/22 07:40:00 PM,23.004,0.0,,,,,
2346,05/23/22 07:50:00 PM,22.908,0.0,,,,,
2347,05/23/22 08:00:00 PM,23.004,0.0,,,,,
2348,05/23/22 08:10:00 PM,23.004,0.0,,,,,
2349,05/23/22 08:20:00 PM,23.004,0.0,,,,,
2350,05/23/22 08:30:00 PM,22.908,0.0,,,,,
2351,05/23/22 08:40:00 PM,22.908,0.0,,,,,
2352,05/23/22 08:50:00 PM,22.908,0.0,,,,,
2353,05/23/22 09:00:00 PM,22.908,0.0,,,,,
2354,05/23/22 09:10:00 PM,22.908,0.0,,,,,
2355,05/23/22 09:20:00 PM,22.908,0.0,,,,,
2356,05/23/22 09:30:00 PM,22.908,0.0,,,,,
2357,05/23/22 09:40:00 PM,22.908,0.0,,,,,
2358,05/23/22 09:50:00 PM,22.908,0.0,,,,,
2359,05/23/22 10:00:00 PM,22.812,0.0,,,,,
2360,05/23/22 10:10:00 PM,22.812,0.0,,,,,
2361,05/23/22 10:20:00 PM,22.812,0.0,,,,,
2362,05/23/22 10:30:00 PM,22.908,0.0,,,,,
2363,05/23/22 10:40:00 PM,22.812,0.0,,,,,
2364,05/23/22 10:50:00 PM,22.812,0.0,,,,,
2365,05/23/22 11:00:00 PM,22.812,0.0,,,,,
2366,05/23/22 11:10:00 PM,22.812,0.0,,,,,
2367,05/23/22 11:20:00 PM,22.812,0.0,,,,,
2368,05/23/22 11:30:00 PM,22.812,0.0,,,,,
2369,05/23/22 11:40:00 PM,22.812,0.0,,,,,
2370,05/23/22 11:50:00 PM,22.812,0.0,,,,,
2371,05/24/22 12:00:00 AM,22.812,0.0,,,,,
2372,05/24/22 12:10:00 AM,22.812,0.0,,,,,
2373,05/24/22 12:20:00 AM,22.812,0.0,,,,,
2374,05/24/22 12:30:00 AM,22.717,0.0,,,,,
2375,05/24/22 12:40:00 AM,22.717,0.0,,,,,
2376,05/24/22 12:50:00 AM,22.717,0.0,,,,,
2377,05/24/22 01:00:00 AM,22.717,0.0,,,,,
2378,05/24/22 01:10:00 AM,22.717,0.0,,,,,
2379,05/24/22 01:20:00 AM,22.717,0.0,,,,,
2380,05/24/22 01:30:00 AM,22.717,0.0,,,,,
2381,05/24/22 01:40:00 AM,22.717,0.0,,,,,
2382,05/24/22 01:50:00 AM,22.717,0.0,,,,,
2383,05/24/22 02:00:00 AM,22.621,0.0,,,,,
2384,05/24/22 02:10:00 AM,22.717,0.0,,,,,
2385,05/24/22 02:20:00 AM,22.621,0.0,,,,,
2386,05/24/22 02:30:00 AM,22.621,0.0,,,,,
2387,05/24/22 02:40:00 AM,22.621,0.0,,,,,
2388,05/24/22 02:50:00 AM,22.621,0.0,,,,,
2389,05/24/22 03:00:00 AM,22.621,0.0,,,,,
2390,05/24/22 03:10:00 AM,22.621,0.0,,,,,
2391,05/24/22 03:20:00 AM,22.621,0.0,,,,,
2392,05/24/22 03:30:00 AM,22.621,0.0,,,,,
2393,05/24/22 03:40:00 AM,22.621,0.0,,,,,
2394,05/24/22 03:50:00 AM,22.621,0.0,,,,,
2395,05/24/22 04:00:00 AM,22.621,0.0,,,,,
2396,05/24/22 04:10:00 AM,22.621,0.0,,,,,
2397,05/24/22 04:20:00 AM,22.621,0.0,,,,,
2398,05/24/22 04:30:00 AM,22.621,0.0,,,,,
2399,05/24/22 04:40:00 AM,22.621,0.0,,,,,
2400,05/24/22 04:50:00 AM,22.621,0.0,,,,,
2401,05/24/22 05:00:00 AM,22.621,0.0,,,,,
2402,05/24/22 05:10:00 AM,22.621,0.0,,,,,
2403,05/24/22 05:20:00 AM,22.621,0.0,,,,,
2404,05/24/22 05:30:00 AM,22.621,0.0,,,,,
2405,05/24/22 05:40:00 AM,22.525,0.0,,,,,
2406,05/24/22 05:50:00 AM,22.525,10.8,,,,,
2407,05/24/22 06:00:00 AM,22.525,75.3,,,,,
2408,05/24/22 06:10:00 AM,22.525,21.5,,,,,
2409,05/24/22 06:20:00 AM,22.525,32.3,,,,,
2410,05/24/22 06:30:00 AM,22.621,32.3,,,,,
2411,05/24/22 06:40:00 AM,22.525,64.6,,,,,
2412,05/24/22 06:50:00 AM,22.525,1011.8,,,,,
2413,05/24/22 07:00:00 AM,22.525,258.3,,,,,
2414,05/24/22 07:10:00 AM,22.525,172.2,,,,,
2415,05/24/22 07:20:00 AM,22.621,1463.9,,,,,
2416,05/24/22 07:30:00 AM,22.621,183.0,,,,,
2417,05/24/22 07:40:00 AM,22.717,861.1,,,,,
2418,05/24/22 07:50:00 AM,22.812,398.3,,,,,
2419,05/24/22 08:00:00 AM,22.908,559.7,,,,,
2420,05/24/22 08:10:00 AM,22.812,1722.2,,,,,
2421,05/24/22 08:20:00 AM,22.812,559.7,,,,,
2422,05/24/22 08:30:00 AM,22.812,1550.0,,,,,
2423,05/24/22 08:40:00 AM,22.812,269.1,,,,,
2424,05/24/22 08:50:00 AM,22.908,839.6,,,,,
2425,05/24/22 09:00:00 AM,23.004,549.0,,,,,
2426,05/24/22 09:10:00 AM,23.004,731.9,,,,,
2427,05/24/22 09:20:00 AM,23.004,527.4,,,,,
2428,05/24/22 09:30:00 AM,23.100,785.8,,,,,
2429,05/24/22 09:40:00 AM,23.004,592.0,,,,,
2430,05/24/22 09:50:00 AM,23.100,3272.2,,,,,
2431,05/24/22 10:00:00 AM,23.004,861.1,,,,,
2432,05/24/22 10:10:00 AM,23.100,3788.9,,,,,
2433,05/24/22 10:20:00 AM,23.196,893.4,,,,,
2434,05/24/22 10:30:00 AM,23.196,742.7,,,,,
2435,05/24/22 10:40:00 AM,23.100,581.3,,,,,
2436,05/24/22 10:50:00 AM,23.196,731.9,,,,,
2437,05/24/22 11:00:00 AM,23.196,947.2,,,,,
2438,05/24/22 11:10:00 AM,23.196,656.6,,,,,
2439,05/24/22 11:20:00 AM,23.196,2238.9,,,,,
2440,05/24/22 11:30:00 AM,23.196,1227.1,,,,,
2441,05/24/22 11:40:00 AM,23.196,9644.5,,,,,
2442,05/24/22 11:50:00 AM,23.292,850.4,,,,,
2443,05/24/22 12:00:00 PM,23.292,581.3,,,,,
2444,05/24/22 12:10:00 PM,23.292,1162.5,,,,,
2445,05/24/22 12:20:00 PM,23.292,1377.8,,,,,
2446,05/24/22 12:30:00 PM,23.388,645.8,,,,,
2447,05/24/22 12:40:00 PM,23.292,1205.6,,,,,
2448,05/24/22 12:50:00 PM,23.292,2927.8,,,,,
2449,05/24/22 01:00:00 PM,23.292,2411.1,,,,,
2450,05/24/22 01:10:00 PM,23.292,1550.0,,,,,
2451,05/24/22 01:20:00 PM,23.388,904.2,,,,,
2452,05/24/22 01:30:00 PM,23.388,6200.0,,,,,
2453,05/24/22 01:40:00 PM,23.581,785.8,,,,,
2454,05/24/22 01:50:00 PM,23.388,1894.5,,,,,
2455,05/24/22 02:00:00 PM,23.581,581.3,,,,,
2456,05/24/22 02:10:00 PM,23.388,7577.8,,,,,
2457,05/24/22 02:20:00 PM,23.581,764.2,,,,,
2458,05/24/22 02:30:00 PM,23.484,8611.2,,,,,
2459,05/24/22 02:40:00 PM,23.292,2927.8,,,,,
2460,05/24/22 02:50:00 PM,23.292,3788.9,,,,,
2461,05/24/22 03:00:00 PM,23.388,764.2,,,,,
2462,05/24/22 03:10:00 PM,23.292,1248.6,,,,,
2463,05/24/22 03:20:00 PM,23.196,742.7,,,,,
2464,05/24/22 03:30:00 PM,23.196,1119.5,,,,,
2465,05/24/22 03:40:00 PM,23.196,139.9,,,,,
2466,05/24/22 03:50:00 PM,23.196,1194.8,,,,,
2467,05/24/22 04:00:00 PM,23.196,2497.2,,,,,
2468,05/24/22 04:10:00 PM,23.292,236.8,,,,,
2469,05/24/22 04:20:00 PM,23.292,150.7,,,,,
2470,05/24/22 04:30:00 PM,23.292,398.3,,,,,
2471,05/24/22 04:40:00 PM,23.292,193.8,,,,,
2472,05/24/22 04:50:00 PM,23.196,1054.9,,,,,
2473,05/24/22 05:00:00 PM,23.292,925.7,,,,,
2474,05/24/22 05:10:00 PM,23.196,96.9,,,,,
2475,05/24/22 05:20:00 PM,23.196,570.5,,,,,
2476,05/24/22 05:30:00 PM,23.292,538.2,,,,,
2477,05/24/22 05:40:00 PM,23.196,53.8,,,,,
2478,05/24/22 05:50:00 PM,23.292,21.5,,,,,
2479,05/24/22 06:00:00 PM,23.196,0.0,,,,,
2480,05/24/22 06:10:00 PM,23.196,0.0,,,,,
2481,05/24/22 06:20:00 PM,23.196,0.0,,,,,
2482,05/24/22 06:30:00 PM,23.196,0.0,,,,,
2483,05/24/22 06:40:00 PM,23.196,0.0,,,,,
2484,05/24/22 06:50:00 PM,23.196,0.0,,,,,
2485,05/24/22 07:00:00 PM,23.196,0.0,,,,,
2486,05/24/22 07:10:00 PM,23.196,0.0,,,,,
2487,05/24/22 07:20:00 PM,23.196,0.0,,,,,
2488,05/24/22 07:30:00 PM,23.196,0.0,,,,,
2489,05/24/22 07:40:00 PM,23.196,0.0,,,,,
2490,05/24/22 07:50:00 PM,23.196,0.0,,,,,
2491,05/24/22 08:00:00 PM,23.196,0.0,,,,,
2492,05/24/22 08:10:00 PM,23.196,0.0,,,,,
2493,05/24/22 08:20:00 PM,23.196,0.0,,,,,
2494,05/24/22 08:30:00 PM,23.196,0.0,,,,,
2495,05/24/22 08:40:00 PM,23.196,0.0,,,,,
2496,05/24/22 08:50:00 PM,23.196,0.0,,,,,
2497,05/24/22 09:00:00 PM,23.196,0.0,,,,,
2498,05/24/22 09:10:00 PM,23.196,0.0,,,,,
2499,05/24/22 09:20:00 PM,23.196,0.0,,,,,
2500,05/24/22 09:30:00 PM,23.196,0.0,,,,,
2501,05/24/22 09:40:00 PM,23.196,0.0,,,,,
2502,05/24/22 09:50:00 PM,23.196,0.0,,,,,
2503,05/24/22 10:00:00 PM,23.196,0.0,,,,,
2504,05/24/22 10:10:00 PM,23.196,0.0,,,,,
2505,05/24/22 10:20:00 PM,23.100,0.0,,,,,
2506,05/24/22 10:30:00 PM,23.100,0.0,,,,,
2507,05/24/22 10:40:00 PM,23.100,0.0,,,,,
2508,05/24/22 10:50:00 PM,23.100,0.0,,,,,
2509,05/24/22 11:00:00 PM,23.100,0.0,,,,,
2510,05/24/22 11:10:00 PM,23.100,0.0,,,,,
2511,05/24/22 11:20:00 PM,23.100,0.0,,,,,
2512,05/24/22 11:30:00 PM,23.100,0.0,,,,,
2513,05/24/22 11:40:00 PM,23.100,0.0,,,,,
2514,05/24/22 11:50:00 PM,23.004,0.0,,,,,
2515,05/25/22 12:00:00 AM,23.004,0.0,,,,,
2516,05/25/22 12:10:00 AM,23.004,0.0,,,,,
2517,05/25/22 12:20:00 AM,23.004,0.0,,,,,
2518,05/25/22 12:30:00 AM,23.004,0.0,,,,,
2519,05/25/22 12:40:00 AM,23.004,0.0,,,,,
2520,05/25/22 12:50:00 AM,23.004,0.0,,,,,
2521,05/25/22 01:00:00 AM,23.004,0.0,,,,,
2522,05/25/22 01:10:00 AM,23.004,0.0,,,,,
2523,05/25/22 01:20:00 AM,22.908,0.0,,,,,
2524,05/25/22 01:30:00 AM,22.908,0.0,,,,,
2525,05/25/22 01:40:00 AM,22.908,0.0,,,,,
2526,05/25/22 01:50:00 AM,22.908,0.0,,,,,
2527,05/25/22 02:00:00 AM,22.908,0.0,,,,,
2528,05/25/22 02:10:00 AM,22.908,0.0,,,,,
2529,05/25/22 02:20:00 AM,22.908,0.0,,,,,
2530,05/25/22 02:30:00 AM,22.908,0.0,,,,,
2531,05/25/22 02:40:00 AM,22.908,0.0,,,,,
2532,05/25/22 02:50:00 AM,22.908,0.0,,,,,
2533,05/25/22 03:00:00 AM,22.908,0.0,,,,,
2534,05/25/22 03:10:00 AM,22.908,0.0,,,,,
2535,05/25/22 03:20:00 AM,22.908,0.0,,,,,
2536,05/25/22 03:30:00 AM,22.908,0.0,,,,,
2537,05/25/22 03:40:00 AM,22.908,0.0,,,,,
2538,05/25/22 03:50:00 AM,22.908,0.0,,,,,
2539,05/25/22 04:00:00 AM,22.812,0.0,,,,,
2540,05/25/22 04:10:00 AM,22.812,0.0,,,,,
2541,05/25/22 04:20:00 AM,22.812,0.0,,,,,
2542,05/25/22 04:30:00 AM,22.908,0.0,,,,,
2543,05/25/22 04:40:00 AM,22.812,0.0,,,,,
2544,05/25/22 04:50:00 AM,22.812,0.0,,,,,
2545,05/25/22 05:00:00 AM,22.812,0.0,,,,,
2546,05/25/22 05:10:00 AM,22.812,0.0,,,,,
2547,05/25/22 05:20:00 AM,22.717,0.0,,,,,
2548,05/25/22 05:30:00 AM,22.717,0.0,,,,,
2549,05/25/22 05:40:00 AM,22.717,0.0,,,,,
2550,05/25/22 05:50:00 AM,22.717,0.0,,,,,
2551,05/25/22 06:00:00 AM,22.717,21.5,,,,,
2552,05/25/22 06:10:00 AM,22.717,21.5,,,,,
2553,05/25/22 06:20:00 AM,22.717,269.1,,,,,
2554,05/25/22 06:30:00 AM,22.717,279.9,,,,,
2555,05/25/22 06:40:00 AM,22.717,64.6,,,,,
2556,05/25/22 06:50:00 AM,22.717,699.7,,,,,
2557,05/25/22 07:00:00 AM,22.717,818.1,,,,,
2558,05/25/22 07:10:00 AM,22.717,226.0,,,,,
2559,05/25/22 07:20:00 AM,22.717,871.9,,,,,
2560,05/25/22 07:30:00 AM,22.717,484.4,,,,,
2561,05/25/22 07:40:00 AM,22.717,430.6,,,,,
2562,05/25/22 07:50:00 AM,22.717,204.5,,,,,
